id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,-0.2606478048943981,-0.4696484500536342,2.496266082631564,-0.0837239126781463,0.1296812361545678,0.7328982498449426,0.5190136179018007,-0.1300060475886773,0.7271592691096374,0.6377345411881967,-0.987020009879984,0.2934381004820159,-0.941386125092944,0.5490198936308889,1.8048785784684265,0.2155979938725388,0.5123066605849524,0.3336437173298195,0.1242701563540847,0.091201898816507,-0.1105516796101296,0.2176061438295,-0.1347944948772723,0.1659591154312752,0.1262799761446219,-0.4348239807537432,-0.0812301086016675,-0.1510454864555771,17982.1,0
1,0.9850997342386376,-0.3560450929163436,0.5580563509382045,-0.4296539034065106,0.2771402629466986,0.4286045153379263,0.4064660422512956,-0.1331182741764908,0.3474518951767279,0.5298079844330024,0.1401073307195193,1.56424576778617,0.5740740122153044,0.6277187366771656,0.7061213272690174,0.7891883649573925,0.4038098816270112,0.2017993724669023,-0.3406870994105202,-0.2339841559621429,-0.1949359637531073,-0.6057609055521909,0.0794690758237613,-0.5773948740161742,0.1900897076741061,0.2965027040269081,-0.2480520585770494,-0.0645119229692018,6531.37,0
2,-0.2602716127429705,-0.949384606645412,1.7285377761514875,-0.4579862888424837,0.0740616543492221,1.4194811432767418,0.7435110747693963,-0.0955760133714609,-0.2612966191422005,0.6907077998548777,-0.2729849252987685,0.6592006642046833,0.8051731885973652,0.6168743863580851,3.0690247739919467,-0.5775135224933788,0.8865259684145712,0.239441660979288,-2.3660789277247263,0.3616523101955929,-0.0050202777531307,0.7029063846645285,0.9450454906841044,-1.1546656286835624,-0.6055636614145458,-0.3128945478459945,-0.30025803544491,-0.244718229394656,2513.54,0
3,-0.1521521019135671,-0.508958707673651,1.746840058804548,-1.090177941714601,0.2494857726542817,1.143312263314309,0.5182685727677246,-0.0651299167095495,-0.2056976045189998,0.5752307097017012,-0.7525809603241911,0.7374829573995879,0.5929936683157765,0.559534988563895,-0.6976637148347814,-0.0306689838895289,0.2426291656890181,2.178615999824616,-1.3450602298636216,-0.3782233481610685,-0.1469271369017256,-0.0382124578500693,-0.2140481897661867,-1.8931311053959845,1.0039631060422864,-0.5159502587046078,-0.1653164903038422,0.0484236255562675,5384.44,0
4,-0.2068195207397724,-0.1652802037771797,1.5270526784614766,-0.4482926629585126,0.1061251141654366,0.5305488615008258,0.658849134344094,-0.2126600114747583,1.0499208392737625,0.9680461083540552,-1.203171106948886,1.0295774241594398,1.439310226262037,0.2414539990642304,0.1530078543748829,0.2245381291430011,0.3664661955649724,0.2917815527861102,0.445316708757058,0.2472370134083804,-0.1069840176734888,0.729727387309421,-0.1616657036278964,0.312561009534908,-0.4141161944011353,1.071125586437274,0.0237115985693758,0.419117267018846,14278.97,0
5,0.0253022918437197,-0.1405138106986785,1.1911377729432049,-0.7079788118561594,0.4304903210757426,0.458973191695661,0.611049586735272,-0.0926286061215454,0.1808113568188648,0.4517884201970181,0.0360713051240271,0.8772388982929232,-0.2897211432275731,0.6309924516919941,0.5602008596535647,0.7411315507055352,0.4217663189329054,0.3625038888856569,-0.2427488465300805,-0.0764002965529367,-0.1877393552725504,-0.5385181125792958,-0.0504649864508556,-0.6315530619299042,-0.4564799617352648,0.2526698696704796,0.0666809297920843,0.0958115073198282,6901.49,0
6,1.016481733774662,-0.3971805392710764,0.4978676895018615,-0.1444627937175796,0.3310218239728978,0.6292427694008561,0.4312624487933091,-0.1340074521768929,0.7961590291922901,0.557014660619282,-1.735015951732288,0.5234247658240413,-0.6936217229367372,0.7965671281425528,0.0112675935838002,0.2282700338156174,0.4415838586870589,-0.0329275898818217,-0.2534473742094342,-0.3903426178275552,-0.1711372883940052,-0.2870170605830907,-0.1781966901493024,-1.2975971503788275,1.1825028840206888,-0.6042279473815688,-0.1981633072866776,-0.0876193386381244,18954.45,0
7,-0.0513060852213498,-0.0071944793685355,1.1399408997130955,-0.8778799020880308,0.6846677833552468,0.7143261109667721,0.8926151159502262,-0.9084091416596092,0.9019383336771783,1.258025377509123,-1.03942134592312,0.82274856130766,1.8535209771973984,0.1766370803654411,0.7695139017543864,0.4204033503057252,0.1124192058945922,0.1011555074685885,0.0589246213264564,-0.3247579316691717,0.6206762489642831,-0.9204257159701806,0.0346603755918987,-1.0915267633223862,-0.742074797754192,-0.1048626842766507,-1.3825217651611352,-2.7482678256229804,12298.23,0
8,-0.130680429691743,-0.3495468967868306,0.4257863396969593,-0.7604440582393063,1.7027774311082158,2.3248160166720564,0.5689684197676761,0.0490996749462549,0.2731177182967192,0.4375179115384857,-1.107171841510061,0.5484851685885477,-0.2160775319849128,0.7426163890127919,-0.3944083371471443,0.3459128845334024,0.2915798084942365,0.3970626050176964,0.2593451040527162,-0.1091638164134451,-0.1327873736650419,-0.2847004193996264,-0.2277788252744131,2.248754184052017,0.5348460273987021,-0.9297382501753626,-0.2243848544192358,0.2437898077557364,22052.9,0
9,0.0584193991769717,-0.0935068917934667,1.1172701407774646,-0.7351717624989681,0.4661111695196928,0.3323713943216991,0.6834247268770631,-0.1366742725134345,0.0964094447959994,0.453468630257162,-0.0964116738019779,1.3169024023859224,1.097693277260692,0.4913844677341842,0.1244514317630123,1.01849575160452,0.2804037306449175,0.6680907312518722,0.1632935928427,0.0434283008088272,-0.2036343525691152,-0.601580957713407,-0.1450822516933596,-0.6547826728811798,-0.1966207969639579,0.2268182538686213,0.0571190774802895,0.1006292670749506,210.35,0
